Producto_Detalles_Vistos,Cantidad_Actividades_Sesión,Cantidad_Artículos_En_Carro,Cantidad_Artículos_Eliminados_Carro,Cantidad_Visitas_Carro,Confirmaciones_Compra,Inicios_Pago,Vistas_Productos_Carro,Inicios_Sesión_Cliente,Vistas_Páginas,Segmento_Cliente,Abandono_Carro
Si,39,11,6,0,0,2,4,1,6,Cliente No Segmentado,Si
No,8,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,11,2,0,0,0,0,1,0,4,Cliente Objetivo,Si
No,6,1,0,0,0,1,0,0,4,Cliente Objetivo,Si
No,8,2,0,2,0,1,2,0,1,Cliente Objetivo,Si
Si,9,6,0,0,0,0,1,0,2,Cliente Leal,Si
Si,13,6,0,1,0,0,4,0,1,Cliente Leal,Si
No,7,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,19,5,3,2,0,3,1,1,1,Cliente No Segmentado,Si
Si,4,1,1,0,0,0,1,0,1,Cliente Objetivo,Si
No,21,8,1,3,1,1,1,1,3,Cliente Leal,No
No,2,0,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,5,0,0,1,0,2,2,0,0,Cliente Objetivo,Si
No,10,5,0,0,0,1,1,0,3,Cliente Leal,Si
No,13,0,0,2,0,1,1,0,3,Cliente Objetivo,Si
No,8,3,0,0,0,1,1,0,2,Cliente Leal,Si
No,10,5,0,2,0,0,1,0,1,Cliente Leal,Si
No,9,0,0,3,0,0,6,0,0,Cliente Objetivo,Si
No,6,1,0,2,0,1,1,0,1,Cliente Objetivo,Si
No,15,11,0,0,0,1,1,0,2,Cliente Leal,Si
No,21,9,3,2,0,1,4,1,1,Cliente No Segmentado,Si
Si,9,1,2,4,0,0,0,0,1,Cliente Objetivo,Si
No,13,5,0,1,0,2,1,0,3,Cliente Leal,Si
No,13,0,0,3,0,0,2,0,1,Cliente Objetivo,Si
Si,35,5,4,7,0,1,3,0,14,Cliente No Segmentado,Si
No,18,8,2,0,1,1,1,1,4,Cliente No Segmentado,No
No,17,9,1,1,0,1,2,1,2,Cliente Leal,Si
Si,14,3,0,0,0,2,2,1,3,Cliente Leal,Si
No,13,2,0,1,0,2,4,0,4,Cliente Objetivo,Si
Si,5,1,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,11,0,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,12,7,0,1,0,1,1,0,2,Cliente Leal,Si
Si,7,2,0,0,0,1,0,0,2,Cliente Objetivo,Si
No,16,9,0,1,0,2,3,0,1,Cliente Leal,Si
Si,11,0,4,1,0,1,1,1,2,Cliente Objetivo,Si
No,3,0,0,2,0,0,1,0,0,Cliente Objetivo,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,1,0,0,0,0,1,0,0,0,Cliente Objetivo,Si
No,12,7,0,2,0,0,2,0,1,Cliente Leal,Si
No,13,3,0,0,0,1,3,0,3,Cliente Leal,Si
No,6,1,0,1,0,1,3,0,0,Cliente Objetivo,Si
No,15,1,0,2,0,1,0,0,11,Cliente Objetivo,Si
No,24,0,0,1,2,3,1,0,4,Cliente Objetivo,No
Si,10,1,1,1,0,0,2,0,4,Cliente Objetivo,Si
Si,23,7,0,1,0,0,3,0,7,Cliente Leal,Si
No,10,5,0,1,0,1,1,0,2,Cliente Leal,Si
Si,10,2,2,3,0,0,0,0,2,Cliente No Segmentado,Si
No,31,0,0,0,0,0,2,0,2,Cliente Objetivo,Si
Si,7,4,0,0,0,0,1,0,0,Cliente Leal,Si
No,14,7,0,1,0,2,0,0,3,Cliente Leal,Si
Si,12,2,1,1,0,1,1,1,1,Cliente Objetivo,Si
Si,5,1,1,1,0,0,0,0,2,Cliente Objetivo,Si
No,12,5,0,0,1,1,1,2,1,Cliente Leal,No
No,11,4,0,3,0,0,4,0,0,Cliente Leal,Si
No,31,8,1,1,0,3,3,0,6,Cliente Leal,Si
No,10,2,0,0,0,1,0,1,2,Cliente Objetivo,Si
No,15,6,0,2,0,0,1,0,3,Cliente Leal,Si
No,13,6,0,3,0,0,1,0,2,Cliente Leal,Si
Si,6,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
Si,3,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,4,0,0,1,0,0,1,0,2,Cliente Objetivo,Si
Si,7,3,0,1,0,0,0,0,3,Cliente Leal,Si
No,8,5,0,1,0,0,2,0,0,Cliente Leal,Si
No,8,2,0,1,0,2,2,0,1,Cliente Objetivo,Si
Si,21,10,7,1,0,0,1,0,1,Cliente No Segmentado,Si
No,5,0,0,0,0,1,3,0,1,Cliente Objetivo,Si
No,13,1,0,3,0,2,1,1,5,Cliente Objetivo,Si
No,32,7,6,3,0,0,1,0,5,Cliente No Segmentado,Si
Si,4,1,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,13,0,0,2,1,2,1,0,3,Cliente Objetivo,No
No,14,4,0,1,0,0,4,0,3,Cliente Leal,Si
No,5,0,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,6,1,0,2,0,0,3,0,0,Cliente Objetivo,Si
No,12,1,0,1,1,1,0,0,2,Cliente Objetivo,No
No,12,5,0,1,1,1,1,1,2,Cliente Leal,No
No,2,0,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,15,6,0,0,0,1,6,0,0,Cliente Leal,Si
No,9,2,0,0,1,1,0,2,1,Cliente Objetivo,No
No,6,0,0,3,0,1,1,0,1,Cliente Objetivo,Si
No,20,1,0,1,0,0,4,0,10,Cliente Objetivo,Si
Si,7,1,1,1,0,0,0,0,1,Cliente Objetivo,Si
Si,6,3,0,0,0,0,0,0,3,Cliente Leal,Si
No,33,4,0,2,1,1,9,1,10,Cliente Leal,Si
No,10,3,2,0,0,0,1,0,2,Cliente No Segmentado,Si
No,5,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,9,1,0,0,0,1,5,0,0,Cliente Objetivo,Si
No,26,6,2,0,0,3,6,2,7,Cliente No Segmentado,Si
No,20,1,0,0,0,9,1,1,6,Cliente Objetivo,Si
No,83,6,0,1,1,1,2,0,4,Cliente Leal,No
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,12,2,0,2,1,3,0,2,2,Cliente Objetivo,No
No,8,1,0,2,1,2,1,1,0,Cliente Objetivo,No
No,5,0,0,0,1,2,1,0,1,Cliente Objetivo,No
No,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,15,0,0,3,0,3,2,0,5,Cliente Objetivo,Si
No,12,0,0,3,1,2,1,2,2,Cliente Objetivo,No
No,14,9,0,1,0,0,1,0,3,Cliente Leal,Si
Si,10,2,3,0,0,1,0,0,4,Cliente No Segmentado,Si
No,6,1,0,1,0,1,0,1,2,Cliente Objetivo,Si
Si,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,16,0,0,1,0,1,3,0,4,Cliente Objetivo,Si
No,6,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
Si,11,8,0,0,0,1,1,0,1,Cliente Leal,Si
No,7,1,0,0,1,1,0,1,2,Cliente Objetivo,Si
No,17,4,0,1,1,1,0,1,2,Cliente Leal,No
No,3,0,0,1,0,1,0,0,1,Cliente Objetivo,Si
Si,3,0,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,12,2,1,4,0,0,1,0,2,Cliente Objetivo,Si
No,7,1,0,1,0,0,4,0,0,Cliente Objetivo,Si
Si,22,7,3,3,0,1,2,0,5,Cliente No Segmentado,Si
No,31,0,0,0,0,2,15,0,14,Cliente Objetivo,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,6,8,3,1,0,0,2,0,0,Cliente No Segmentado,Si
No,8,3,0,0,0,2,2,0,0,Cliente Leal,Si
No,4,0,0,0,0,1,2,0,1,Cliente Objetivo,Si
No,23,0,0,0,0,0,5,0,4,Cliente Objetivo,Si
No,8,1,0,3,0,0,1,0,3,Cliente Objetivo,Si
No,5,0,0,4,0,0,0,0,1,Cliente Objetivo,Si
Si,30,9,1,4,0,1,1,0,12,Cliente Leal,Si
Si,6,1,0,0,0,0,2,0,1,Cliente Objetivo,Si
No,12,5,0,1,0,1,3,0,1,Cliente Leal,Si
No,7,1,0,2,0,1,0,0,3,Cliente Objetivo,Si
No,20,3,0,0,0,10,1,1,5,Cliente Leal,Si
Si,6,2,0,0,0,1,1,0,1,Cliente Objetivo,Si
Si,8,4,0,1,0,0,1,0,1,Cliente Leal,Si
Si,3,1,0,0,0,1,1,0,0,Cliente Objetivo,Si
No,38,3,0,3,0,3,2,1,6,Cliente Leal,Si
Si,9,7,0,1,0,0,0,0,1,Cliente Leal,Si
No,11,4,0,1,1,1,0,1,2,Cliente Leal,Si
No,13,2,0,3,0,3,3,0,2,Cliente Objetivo,Si
No,20,5,0,1,0,0,8,0,0,Cliente Leal,Si
Si,7,2,3,0,0,0,1,0,1,Cliente No Segmentado,Si
No,6,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,7,1,0,0,0,1,4,0,1,Cliente Objetivo,Si
No,9,3,0,0,1,2,3,0,0,Cliente Leal,No
No,8,3,0,0,0,1,1,0,2,Cliente Leal,Si
No,10,4,0,1,1,1,1,1,1,Cliente Leal,Si
No,15,8,2,1,0,1,1,0,2,Cliente No Segmentado,Si
No,15,5,3,3,0,1,0,1,2,Cliente No Segmentado,Si
No,7,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
Si,2,1,0,2,0,2,3,0,0,Cliente Objetivo,Si
No,24,4,0,1,1,4,3,1,9,Cliente Leal,No
Si,7,1,1,1,0,0,0,0,3,Cliente Objetivo,Si
No,6,1,0,4,0,0,1,0,0,Cliente Objetivo,Si
No,13,6,0,1,0,1,4,0,1,Cliente Leal,Si
No,14,4,0,0,0,0,4,0,5,Cliente Leal,Si
No,7,1,0,2,0,1,1,0,2,Cliente Objetivo,Si
No,42,11,6,3,0,2,6,1,7,Cliente No Segmentado,Si
No,6,1,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,10,3,0,0,1,1,1,1,3,Cliente Leal,No
No,20,4,1,5,1,3,3,1,0,Cliente Leal,No
No,9,3,0,2,0,0,0,0,2,Cliente Leal,Si
No,16,9,0,2,0,2,1,1,1,Cliente Leal,Si
Si,8,2,1,0,0,0,3,0,1,Cliente Objetivo,Si
No,13,5,0,1,0,0,4,0,1,Cliente Leal,Si
Si,7,0,1,3,0,0,0,0,3,Cliente Objetivo,Si
No,8,3,0,1,0,1,1,0,1,Cliente Leal,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,8,0,0,1,1,1,1,0,1,Cliente Objetivo,No
No,14,3,4,1,0,1,2,1,1,Cliente No Segmentado,Si
No,9,2,0,0,1,1,3,0,2,Cliente Objetivo,No
Si,0,1,0,0,0,0,0,0,0,Cliente Objetivo,Si
No,5,1,0,0,0,1,2,0,1,Cliente Objetivo,Si
No,14,2,0,1,1,2,6,0,1,Cliente Objetivo,No
No,11,3,0,1,1,1,2,1,1,Cliente Leal,Si
No,22,7,3,4,1,1,1,1,4,Cliente No Segmentado,No
No,11,2,0,1,0,1,2,0,3,Cliente Objetivo,Si
No,15,2,0,2,0,3,2,1,1,Cliente Objetivo,Si
No,25,3,2,3,0,2,4,2,5,Cliente No Segmentado,Si
No,9,2,0,1,1,1,0,1,1,Cliente Objetivo,No
No,6,1,0,1,0,1,1,0,2,Cliente Objetivo,Si
Si,3,1,0,1,0,0,1,0,0,Cliente Objetivo,Si
Si,5,0,0,0,0,3,0,0,0,Cliente Objetivo,Si
No,16,6,1,3,0,0,2,0,4,Cliente Leal,Si
Si,13,3,4,1,0,0,1,0,3,Cliente No Segmentado,Si
No,28,0,0,0,1,2,3,0,10,Cliente Objetivo,No
No,14,0,0,8,0,2,0,0,4,Cliente Objetivo,Si
No,12,7,0,0,0,1,1,0,3,Cliente Leal,Si
Si,17,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,9,2,0,3,0,1,1,0,2,Cliente Objetivo,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,7,1,0,1,0,1,0,1,2,Cliente Objetivo,Si
Si,5,3,0,0,0,0,0,0,2,Cliente Leal,Si
No,29,0,0,14,1,4,6,0,4,Cliente Objetivo,No
No,5,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,11,1,0,0,0,2,3,0,0,Cliente Objetivo,Si
No,7,0,0,3,0,2,0,0,1,Cliente Objetivo,Si
No,5,1,0,0,0,1,1,0,2,Cliente Objetivo,Si
Si,9,0,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,5,0,0,0,0,1,1,0,3,Cliente Objetivo,Si
No,6,1,0,1,0,2,0,0,2,Cliente Objetivo,Si
Si,9,4,0,0,0,1,3,0,1,Cliente Leal,Si
Si,3,1,0,1,0,0,0,0,0,Cliente Objetivo,Si
Si,15,0,0,1,0,1,2,0,0,Cliente Objetivo,Si
Si,7,4,0,0,0,0,2,0,1,Cliente Leal,Si
No,13,1,0,0,0,5,0,2,4,Cliente Objetivo,Si
No,6,2,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,28,3,2,8,1,3,3,1,5,Cliente No Segmentado,Si
No,8,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
Si,6,0,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,15,0,0,1,0,2,1,0,2,Cliente Objetivo,Si
Si,9,5,0,0,0,1,0,0,3,Cliente Leal,Si
No,16,5,1,2,0,0,1,0,6,Cliente Leal,Si
No,3,0,0,1,0,1,1,0,0,Cliente Objetivo,Si
No,9,5,0,0,0,1,1,0,2,Cliente Leal,Si
No,16,11,0,1,0,1,1,0,2,Cliente Leal,Si
No,12,0,0,2,2,4,0,0,4,Cliente Objetivo,No
Si,8,1,0,1,0,0,1,0,2,Cliente Objetivo,Si
Si,24,8,1,0,0,1,3,0,8,Cliente Leal,Si
No,15,4,0,1,0,0,3,0,0,Cliente Leal,Si
Si,8,2,0,0,0,0,1,0,2,Cliente Objetivo,Si
No,4,0,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,7,1,0,1,0,2,0,1,2,Cliente Objetivo,Si
No,13,1,2,2,0,0,0,0,7,Cliente Objetivo,Si
No,20,1,0,2,1,2,2,0,7,Cliente Objetivo,No
No,10,5,0,1,0,0,1,0,1,Cliente Leal,Si
No,28,10,0,2,0,1,3,0,0,Cliente Leal,Si
No,9,2,0,0,0,3,4,0,0,Cliente Objetivo,Si
No,17,5,0,1,0,0,3,0,3,Cliente Leal,Si
Si,4,0,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,10,5,0,1,0,1,2,0,1,Cliente Leal,Si
No,6,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,11,6,0,0,0,1,1,0,3,Cliente Leal,Si
No,20,4,1,2,1,2,2,0,7,Cliente Leal,No
No,5,0,0,1,0,0,3,0,0,Cliente Objetivo,Si
No,7,0,0,1,0,3,3,0,0,Cliente Objetivo,Si
No,11,3,0,1,0,2,1,0,2,Cliente Leal,Si
Si,14,5,1,1,0,1,1,0,4,Cliente Leal,Si
Si,5,2,0,0,0,0,1,0,1,Cliente Objetivo,Si
No,6,2,0,3,0,0,0,0,1,Cliente Objetivo,Si
Si,13,0,0,0,0,0,1,0,2,Cliente Objetivo,No
No,6,0,0,1,0,0,5,0,0,Cliente Objetivo,Si
No,4,0,0,1,0,1,1,0,1,Cliente Objetivo,Si
No,4,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,45,0,0,1,2,2,2,0,4,Cliente Objetivo,No
No,10,5,0,1,0,1,2,0,1,Cliente Leal,Si
No,5,0,0,3,0,1,0,0,1,Cliente Objetivo,Si
Si,11,4,0,2,0,0,2,0,3,Cliente Leal,Si
No,7,1,0,1,0,1,1,0,3,Cliente Objetivo,Si
No,7,1,1,2,0,1,0,0,2,Cliente Objetivo,Si
No,12,6,1,1,0,1,1,0,2,Cliente Leal,Si
No,6,0,0,1,0,2,3,0,0,Cliente Objetivo,Si
Si,13,2,2,1,0,0,3,0,5,Cliente No Segmentado,Si
No,5,1,0,3,0,0,0,0,1,Cliente Objetivo,Si
No,17,4,0,0,1,2,9,0,0,Cliente Leal,No
Si,8,4,0,0,0,0,0,0,3,Cliente Leal,Si
No,27,8,10,2,1,1,2,1,1,Cliente No Segmentado,No
Si,7,1,0,0,0,0,2,0,2,Cliente Objetivo,Si
No,5,0,0,0,0,1,0,0,4,Cliente Objetivo,Si
No,57,4,2,0,1,1,2,0,3,Cliente No Segmentado,No
No,10,0,0,5,1,1,0,0,1,Cliente Objetivo,No
Si,28,6,0,15,0,0,6,0,0,Cliente Leal,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,20,1,0,2,0,1,9,0,0,Cliente Objetivo,Si
No,7,2,0,2,0,1,0,0,2,Cliente Objetivo,Si
Si,13,7,0,1,0,1,2,0,0,Cliente Leal,Si
No,9,2,0,3,0,0,3,0,0,Cliente Objetivo,Si
No,8,1,0,2,0,1,1,0,3,Cliente Objetivo,Si
No,6,1,0,1,0,1,0,0,3,Cliente Objetivo,Si
No,13,3,0,1,1,1,2,1,2,Cliente Leal,No
No,6,0,0,1,0,2,3,0,0,Cliente Objetivo,Si
Si,16,3,0,0,0,1,3,0,9,Cliente Leal,Si
Si,10,6,0,0,0,0,1,0,3,Cliente Leal,Si
Si,20,1,0,4,0,0,14,0,0,Cliente Objetivo,Si
Si,30,5,3,2,0,0,7,0,11,Cliente No Segmentado,Si
Si,4,1,1,1,0,0,0,0,1,Cliente Objetivo,Si
No,8,4,0,0,0,1,1,0,2,Cliente Leal,Si
Si,2,1,0,0,0,0,1,0,0,Cliente Objetivo,Si
No,3,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
Si,6,3,0,0,0,0,1,0,1,Cliente Leal,Si
No,17,3,0,3,0,1,2,0,4,Cliente Leal,Si
Si,5,3,0,0,0,0,1,0,1,Cliente Leal,Si
No,12,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,12,2,0,0,0,3,1,0,6,Cliente Objetivo,Si
No,24,9,0,3,0,1,2,0,4,Cliente Leal,Si
No,8,0,0,2,0,1,5,0,0,Cliente Objetivo,Si
Si,7,3,0,1,0,0,1,0,1,Cliente Leal,Si
Si,7,3,0,1,0,0,1,0,0,Cliente Leal,Si
Si,12,1,0,1,0,1,1,0,5,Cliente Objetivo,Si
No,22,7,0,8,0,3,0,0,4,Cliente Leal,Si
No,15,7,1,3,0,1,1,0,2,Cliente Leal,Si
No,1,0,0,1,0,0,0,0,0,Cliente Objetivo,Si
No,9,1,0,0,1,1,2,1,3,Cliente Objetivo,No
No,8,0,0,1,0,1,1,0,2,Cliente Objetivo,Si
No,15,4,1,3,0,3,0,0,4,Cliente Leal,Si
Si,3,1,0,1,0,0,0,0,1,Cliente Objetivo,Si
No,18,8,0,2,0,0,5,0,0,Cliente Leal,Si
Si,17,5,3,1,0,0,0,0,6,Cliente No Segmentado,Si
No,10,2,0,3,0,2,1,1,0,Cliente Objetivo,Si
No,4,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
No,10,4,0,0,0,0,1,0,3,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,9,2,0,1,0,0,3,0,2,Cliente Objetivo,Si
No,4,1,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,12,3,0,0,0,2,6,0,1,Cliente Leal,Si
No,28,4,6,9,1,3,0,0,5,Cliente No Segmentado,No
Si,7,3,0,1,0,0,1,0,2,Cliente Leal,Si
No,20,4,6,0,0,0,2,0,4,Cliente No Segmentado,Si
No,27,6,1,1,0,1,4,1,12,Cliente Leal,Si
No,18,2,0,1,0,3,12,0,0,Cliente Objetivo,Si
Si,2,1,0,0,0,0,0,0,1,Cliente Objetivo,Si
Si,3,1,0,0,0,1,0,0,0,Cliente Objetivo,Si
No,7,2,0,0,0,1,1,1,2,Cliente Objetivo,Si
Si,5,1,0,1,0,0,1,0,1,Cliente Objetivo,Si
No,6,0,0,5,0,0,1,0,0,Cliente Objetivo,Si
No,12,6,0,1,0,1,2,0,2,Cliente Leal,Si
No,6,1,0,2,0,1,0,0,2,Cliente Objetivo,Si
No,5,0,0,1,0,0,1,0,1,Cliente Objetivo,Si
Si,40,0,0,4,0,0,1,0,9,Cliente Objetivo,Si
No,17,5,2,1,1,2,2,1,3,Cliente No Segmentado,No
No,12,1,3,0,0,0,3,0,0,Cliente No Segmentado,Si
No,19,4,2,1,1,3,0,1,5,Cliente No Segmentado,No
No,6,0,0,5,0,0,1,0,0,Cliente Objetivo,Si
No,13,2,2,1,0,2,2,1,3,Cliente No Segmentado,Si
No,3,0,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,6,1,0,0,0,1,3,0,1,Cliente Objetivo,Si
No,191,1,0,1,0,2,7,0,3,Cliente Objetivo,Si
No,11,1,0,0,0,1,7,0,0,Cliente Objetivo,Si
No,1,2,0,3,0,2,1,2,5,Cliente Objetivo,Si
No,26,8,5,2,0,0,2,0,6,Cliente No Segmentado,Si
No,1,2,1,1,0,3,0,0,2,Cliente Objetivo,Si
No,13,3,1,3,0,1,1,0,4,Cliente Leal,Si
No,5,1,0,1,0,1,2,0,0,Cliente Objetivo,Si
No,11,7,0,1,0,1,0,0,2,Cliente Leal,Si
No,5,0,0,0,0,1,4,0,0,Cliente Objetivo,Si
No,1,4,0,0,0,0,2,0,3,Cliente Leal,Si
No,8,4,0,1,0,0,1,0,1,Cliente Leal,Si
Si,11,8,0,0,0,0,1,0,1,Cliente Leal,Si
Si,17,3,1,2,1,2,1,0,6,Cliente Leal,No
No,8,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
Si,11,1,0,0,1,1,2,1,4,Cliente Objetivo,No
No,5,0,0,0,0,0,1,0,2,Cliente Objetivo,Si
Si,10,2,0,2,0,3,1,0,2,Cliente Objetivo,Si
No,18,8,0,2,1,2,4,0,1,Cliente Leal,No
No,5,1,0,1,0,2,1,0,0,Cliente Objetivo,Si
No,13,5,0,1,0,1,3,0,1,Cliente Leal,Si
No,15,3,2,1,2,1,1,1,3,Cliente No Segmentado,No
No,17,0,0,3,0,3,11,0,0,Cliente Objetivo,Si
No,12,7,0,0,0,1,1,0,3,Cliente Leal,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,20,2,0,1,0,0,4,0,7,Cliente Objetivo,Si
No,56,1,0,6,0,2,13,0,1,Cliente Objetivo,Si
Si,6,4,0,0,0,0,1,0,1,Cliente Leal,Si
No,24,7,1,5,0,1,0,1,3,Cliente Leal,Si
No,12,1,0,3,0,2,1,1,4,Cliente Objetivo,Si
No,43,10,0,9,1,2,15,0,0,Cliente Leal,No
Si,17,2,0,0,0,0,3,0,9,Cliente Objetivo,Si
No,9,1,0,2,0,1,0,0,5,Cliente Objetivo,Si
No,9,1,0,0,0,3,3,0,2,Cliente Objetivo,Si
No,15,7,0,2,0,0,4,0,0,Cliente Leal,Si
No,21,0,0,3,0,0,4,0,2,Cliente Objetivo,Si
No,11,0,0,1,0,2,8,0,0,Cliente Objetivo,Si
Si,6,3,0,1,0,0,2,0,0,Cliente Leal,Si
No,12,3,0,3,0,1,1,0,4,Cliente Leal,Si
Si,17,0,0,2,0,0,1,0,5,Cliente Objetivo,Si
Si,4,1,1,1,0,0,0,0,1,Cliente Objetivo,Si
No,12,0,0,0,0,1,1,0,2,Cliente Objetivo,Si
No,7,1,0,0,1,1,1,1,1,Cliente Objetivo,No
Si,4,1,0,0,0,1,1,0,1,Cliente Objetivo,Si
No,37,11,8,11,0,1,1,0,5,Cliente No Segmentado,Si
No,7,2,0,1,0,1,1,0,2,Cliente Objetivo,Si
Si,13,4,0,0,0,0,1,0,5,Cliente Leal,Si
No,7,1,0,2,0,2,0,1,0,Cliente Objetivo,Si
Si,26,7,6,5,0,1,4,0,1,Cliente No Segmentado,Si
No,23,0,0,3,2,2,15,0,1,Cliente Objetivo,No
Si,2,1,0,0,0,0,0,0,0,Cliente Objetivo,Si
Si,36,8,10,3,0,0,3,0,4,Cliente No Segmentado,Si
No,11,6,0,0,0,1,1,0,2,Cliente Leal,Si
Si,7,2,0,0,0,0,4,0,1,Cliente Objetivo,Si
No,25,8,0,3,1,4,1,1,5,Cliente Leal,No
No,9,3,1,1,0,1,1,0,2,Cliente Leal,Si
No,14,0,0,2,0,1,0,0,1,Cliente Objetivo,Si
Si,7,0,0,1,0,0,0,0,2,Cliente Objetivo,Si
Si,15,2,9,0,0,0,1,0,0,Cliente No Segmentado,Si
No,6,1,0,1,0,1,0,1,2,Cliente Objetivo,Si
No,16,2,0,0,2,4,0,1,4,Cliente Objetivo,No
No,10,3,0,0,0,1,4,0,1,Cliente Leal,Si
Si,28,0,0,1,0,0,3,0,6,Cliente Objetivo,Si
No,9,3,0,1,0,1,1,0,3,Cliente Leal,Si
No,12,3,1,1,0,0,2,0,4,Cliente Leal,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,25,7,3,7,0,1,3,0,3,Cliente No Segmentado,Si
No,8,1,0,0,0,1,2,0,2,Cliente Objetivo,Si
No,5,1,0,1,0,1,0,0,2,Cliente Objetivo,Si
No,41,7,10,3,0,1,3,0,10,Cliente No Segmentado,Si
Si,15,4,0,0,0,4,3,0,0,Cliente Leal,Si
No,51,2,0,3,0,3,2,0,1,Cliente Objetivo,Si
No,12,7,1,0,0,1,1,0,2,Cliente Leal,Si
No,16,3,0,1,0,0,5,0,2,Cliente Leal,Si
No,8,0,0,0,1,1,1,0,2,Cliente Objetivo,No
No,5,0,0,1,1,1,0,0,1,Cliente Objetivo,No
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,18,0,0,2,0,1,12,0,0,Cliente Objetivo,Si
No,31,0,0,4,0,0,3,0,9,Cliente Objetivo,Si
No,12,2,1,1,0,1,1,2,3,Cliente Objetivo,Si
No,9,5,0,0,0,1,1,0,2,Cliente Leal,Si
No,7,2,0,4,0,0,0,0,1,Cliente Objetivo,Si
No,7,2,0,0,0,0,2,0,0,Cliente Objetivo,Si
No,15,8,0,0,0,3,3,0,1,Cliente Leal,Si
No,64,8,0,1,0,0,1,0,3,Cliente Leal,Si
Si,20,2,1,0,0,1,4,0,9,Cliente Objetivo,Si
No,6,1,0,0,1,1,1,1,1,Cliente Objetivo,Si
No,5,1,0,1,0,0,0,0,2,Cliente Objetivo,Si
No,2,0,0,1,0,0,1,0,0,Cliente Objetivo,Si
No,10,3,0,3,0,1,2,0,0,Cliente Leal,Si
No,10,2,1,2,0,2,1,0,1,Cliente Objetivo,Si
Si,6,0,0,0,0,1,4,0,0,Cliente Objetivo,Si
No,7,1,0,2,0,0,3,0,0,Cliente Objetivo,Si
No,11,1,5,2,1,1,0,0,1,Cliente No Segmentado,No
No,13,3,0,3,0,1,1,1,4,Cliente Leal,Si
No,23,11,4,2,1,1,2,1,0,Cliente No Segmentado,Si
No,14,8,0,0,1,2,1,0,1,Cliente Leal,No
No,13,8,1,1,0,0,1,0,2,Cliente Leal,Si
No,7,0,0,1,0,3,2,0,1,Cliente Objetivo,Si
Si,10,1,0,2,0,0,6,0,0,Cliente Objetivo,Si
Si,9,1,1,0,0,0,1,0,4,Cliente Objetivo,Si
Si,33,4,0,9,1,4,7,0,4,Cliente Leal,No
Si,14,8,0,1,0,0,2,0,3,Cliente Leal,Si
No,41,0,0,9,1,2,5,0,8,Cliente Objetivo,No
No,4,0,0,0,0,1,0,0,1,Cliente Objetivo,Si
